,Review_Title,Reviews,Rating
3258,3.9 rating on scale of 5,"Again made in china. That's why giving them 3 star. However, a good buy at the comparative price I bought and the quality it offers w.r.t it's competitors.",4.0 
3259,Cheap quality product as they not even work for a month,Pros* instant pairing* fair connectivity* attractive design* descent battery backupCons* really poor bass* overall music quality is way below averageI won't suggest for music. For calls it is okay,1.0 
3260,Disappointed with quality. Third grade product of boat.,In just one month right ear bud had an issue of drain battery in half an hour.,1.0 
3261,Do not buy,"I dont know if the problem is only with the one I received, but this is absolutely worthless. Stopped working 10 days in. Didnt even last me a month. Would not recommend buying this. I can't even return it anymore since the return window was 7 days.",1.0 
3262,अमेजॉन पर बिकने वाले प्रोडक्ट पर भरोसा करना मुश्किल है,मैने अमेजन से दिसंबर 2021 व जनवरी 2022 में Boat Airpodes 441 चार बार लिया चारों बार कोई न कोई खराबी निकली जिसे वापिस किया। ऐसा लगता है की इस प्लेटफार्म पर डुप्लीकेट सामान बेचा जा रहा है। ऐसे में मेरे लिए खरीदारी करना समय और पैसा खराब करना साबित हुआ।,1.0 
3263,Amazing Sound quality,,4.0 
3264,Good for daily use not for office use...!!,"Sound quality and bass is better than a 700 rupees earphones.Noise cancellation is pretty good, I don't know why people are saying over noise cancellation.Fits good too.",4.0 
3265,Not usable for calling....i am not getting sound when i use it for calling.,"Like1. Good sound quality2. Base is best.3. Light weight and fits perfectly.4. Calling is ok ok.Dislike1. Not for office use, can be used for listening but not at all good for calling. We have to use computer microphone only.",1.0 
3266,Not worth Buying,At 1st one sode was not working so i replaced the item after received the replaced item that item is aslo defective i am not getting sound when i use it for calling purpose i need to put my phone on speaker while doing call. It was working good for 5 days only.,3.0 
3267,Worst boat product total waste of money,At the beginning the product was all good but gradualy with usage the volume in the right one started reducing and now it doesn't work at all except for the notification sounds. Since this was afyer the warranty period there is nothing I can do. Wouldn't recommend it.,1.0 
3268,"What else you want at Rs.1,799??",Good sound quality but worst connectivity i am not able to use it in calling or zoom meetings it is totally waste for me now it always get disconnected in every minute i can't continue my work on it very disappointed from boat it's not worth it 😔,4.0 
3269,Quality,"Great product with an awesome built quality. Suitable for all types of workouts, Running etc. Bass is also good. At this price segment, this is the best Choice any one can make.It would have been really good if this is not from China.",1.0 
3270,Poor customer support,The right earpod is malfunctioning in 3 months. Tried my best to seek help and repair it. There’s no customer support. No telephone lines working and nobody ready to attend. I have to dump them in the dustbin. That’s the price you pay for trusting new homegrown brands over renowned ones.,1.0 
3271,Dont buy this money wasted,Its just abt one month and one of its sides has stopped working not at all good product pls don't buy any boat bluetooth earphones,1.0 
3272,A Good Product,A good product at a reasonable price.Pros1. Good sound quality2 . Good battery backup3. Good bassCons1. Not comfortable for long duration2. Not a good strong built quality (box)Its a nice product at this price segment. Purchase it for 1950/- in sale plus the delivery by Amazon prime is really fast,4.0 
3273,Worst quality,"I dnt even want to give 1 star worst earphones isse better toh koi 300 rs wale saste earphones le le ,battery quality is too poor  of this it does not work even 3 month properly worst purchase regret to give 2000 for these airdobes didn't expect this from boat",1.0 
3274,nice design. Good in sound,good in performance..  i replaced onece becoz what i got 1st was of bad sound quality . Now i got a good one ..cause ear pain when used for long lime .. battery backup ok ok,4.0 
3275,"Sound of Tws good,  workout for mic if u want to talk.",Sound is gud enough as per price.. however low mic volume during  calls ... need to speak very loud if u want to talk and if u want  guy who is  on the other side of the call undertand what u want to say. That is why i am giving 3...else 5 star..,3.0 
3276,Bad call quality rest all features excellent,"Looking for songs and sound with high bass excellent at this price rangeIf looking for call quality, it's a absolute noDon't expect any noise cancellation sound is pathetic on listeners sideIf for music then only go for it",3.0 
3277,Ok type only,"Usually boat is good ,I have neckband also that was one of my best..But this one is not so good..The sound is not equal sometimes it's going and coming..1st day itself like this..The shop send me the old one for me..",2.0 
